,article_id,prod_name,product_type_name,product_group_name,graphical_appearance_name,colour_group_name,garment_group_name,detail_desc,extra_description,product_in_natural_language
800,639332003,Disa dress,Dress,Garment Full body,Solid,Dark Turquoise,Unknown,Dress in a silk weave with a concealed zip at the back with a concealed hook-and-eye fastening at the top. Short trumpet sleeves and a tie belt at the waist. Lined.,"The name of this product is Disa dress. It is a Garment Full body , more specifically it is a Dark Turquoise     Unknown, Dress. The graphical appearance of the product is Solid","The name of this product is Disa dress. It is a Garment Full body , more specifically it is a Dark Turquoise     Unknown, Dress. The graphical appearance of the product is Solid 
 More details: 
Dress in a silk weave with a concealed zip at the back with a concealed hook-and-eye fastening at the top. Short trumpet sleeves and a tie belt at the waist. Lined."
801,384482002,Godfather slim chino,Trousers,Garment Lower body,Solid,Dark Beige,Trousers,"Chinos in washed stretch cotton twill with an extended waistband, concealed hook-and-eye fastener, side pockets, and welt back pockets with a button. Slim fit.","The name of this product is Godfather slim chino. It is a Garment Lower body , more specifically it is a Dark Beige     Trousers, Trousers. The graphical appearance of the product is Solid","The name of this product is Godfather slim chino. It is a Garment Lower body , more specifically it is a Dark Beige     Trousers, Trousers. The graphical appearance of the product is Solid 
 More details: 
Chinos in washed stretch cotton twill with an extended waistband, concealed hook-and-eye fastener, side pockets, and welt back pockets with a button. Slim fit."
802,588809006,PELLE fancy polo SB,T-shirt,Garment Upper body,Stripe,Green,Jersey Basic,Polo shirt in organic cotton jersey with a ribbed collar and button placket.,"The name of this product is PELLE fancy polo SB. It is a Garment Upper body , more specifically it is a Green     Jersey Basic, T-shirt. The graphical appearance of the product is Stripe","The name of this product is PELLE fancy polo SB. It is a Garment Upper body , more specifically it is a Green     Jersey Basic, T-shirt. The graphical appearance of the product is Stripe 
 More details: 
Polo shirt in organic cotton jersey with a ribbed collar and button placket."
803,542982002,TP KEVIN sweatpants BB,Trousers,Garment Lower body,Melange,Dark Blue,Jersey Basic,"Joggers in lightweight sweatshirt fabric with an elasticated drawstring waist, side pockets and ribbed hems.","The name of this product is TP KEVIN sweatpants BB. It is a Garment Lower body , more specifically it is a Dark Blue     Jersey Basic, Trousers. The graphical appearance of the product is Melange","The name of this product is TP KEVIN sweatpants BB. It is a Garment Lower body , more specifically it is a Dark Blue     Jersey Basic, Trousers. The graphical appearance of the product is Melange 
 More details: 
Joggers in lightweight sweatshirt fabric with an elasticated drawstring waist, side pockets and ribbed hems."
804,655882001,Ponyta blazer,Blazer,Garment Upper body,All over pattern,Black,Outdoor,Jacket in a patterned crêpe weave with a detachable tie belt at the waist and long sleeves with slits at the cuffs. No fasteners. Unlined.,"The name of this product is Ponyta blazer. It is a Garment Upper body , more specifically it is a Black     Outdoor, Blazer. The graphical appearance of the product is All over pattern","The name of this product is Ponyta blazer. It is a Garment Upper body , more specifically it is a Black     Outdoor, Blazer. The graphical appearance of the product is All over pattern 
 More details: 
Jacket in a patterned crêpe weave with a detachable tie belt at the waist and long sleeves with slits at the cuffs. No fasteners. Unlined."
805,741804001,Ophelia Hipster Poppy,Underwear bottom,Underwear,Solid,White,"Under-, Nightwear","Lace hipster briefs with a low waist, lined gusset and cutaway coverage at the back.","The name of this product is Ophelia Hipster Poppy. It is a Underwear , more specifically it is a White     Under-, Nightwear, Underwear bottom. The graphical appearance of the product is Solid","The name of this product is Ophelia Hipster Poppy. It is a Underwear , more specifically it is a White     Under-, Nightwear, Underwear bottom. The graphical appearance of the product is Solid 
 More details: 
Lace hipster briefs with a low waist, lined gusset and cutaway coverage at the back."
806,855471001,Reagan SS solid,Shirt,Garment Upper body,Solid,Dark Green,Shirts,"Short-sleeved shirt in a cotton weave with a resort collar, French front and yoke at the back. Open chest pocket and slits in the sides.","The name of this product is Reagan SS solid. It is a Garment Upper body , more specifically it is a Dark Green     Shirts, Shirt. The graphical appearance of the product is Solid","The name of this product is Reagan SS solid. It is a Garment Upper body , more specifically it is a Dark Green     Shirts, Shirt. The graphical appearance of the product is Solid 
 More details: 
Short-sleeved shirt in a cotton weave with a resort collar, French front and yoke at the back. Open chest pocket and slits in the sides."
807,651490001,Ronaldo thin hood,Hoodie,Garment Upper body,Front print,Orange,Jersey Fancy,"Long-sleeved top in lightweight sweatshirt fabric with a print motif, jersey-lined hood and ribbing at the cuffs and hem.","The name of this product is Ronaldo thin hood. It is a Garment Upper body , more specifically it is a Orange     Jersey Fancy, Hoodie. The graphical appearance of the product is Front print","The name of this product is Ronaldo thin hood. It is a Garment Upper body , more specifically it is a Orange     Jersey Fancy, Hoodie. The graphical appearance of the product is Front print 
 More details: 
Long-sleeved top in lightweight sweatshirt fabric with a print motif, jersey-lined hood and ribbing at the cuffs and hem."
808,747990004,Ava knitted top,Vest top,Garment Upper body,Solid,White,Knitwear,"Jumper in a rib-knit viscose blend with a slight sheen. V-neck, sewn-in wrapover at the front with a large, decorative metal button, and short sleeves.","The name of this product is Ava knitted top. It is a Garment Upper body , more specifically it is a White     Knitwear, Vest top. The graphical appearance of the product is Solid","The name of this product is Ava knitted top. It is a Garment Upper body , more specifically it is a White     Knitwear, Vest top. The graphical appearance of the product is Solid 
 More details: 
Jumper in a rib-knit viscose blend with a slight sheen. V-neck, sewn-in wrapover at the front with a large, decorative metal button, and short sleeves."
809,697112001,A-band Jilly,Hair/alice band,Accessories,Solid,Gold,Accessories,Glittery Alice band with a bow on top.,"The name of this product is A-band Jilly. It is a Accessories , more specifically it is a Gold     Accessories, Hair/alice band. The graphical appearance of the product is Solid","The name of this product is A-band Jilly. It is a Accessories , more specifically it is a Gold     Accessories, Hair/alice band. The graphical appearance of the product is Solid 
 More details: 
Glittery Alice band with a bow on top."
810,859125005,Hercules shirt,Shirt,Garment Upper body,Solid,Beige,Blouses,"Straight-cut shirt in an airy cotton weave with a collar and buttons down the front. Gently dropped shoulders and long sleeves with buttoned cuffs. Double-layered yoke with a seam and pleat at the back, and a rounded hem. Slightly longer at the back.","The name of this product is Hercules shirt. It is a Garment Upper body , more specifically it is a Beige     Blouses, Shirt. The graphical appearance of the product is Solid","The name of this product is Hercules shirt. It is a Garment Upper body , more specifically it is a Beige     Blouses, Shirt. The graphical appearance of the product is Solid 
 More details: 
Straight-cut shirt in an airy cotton weave with a collar and buttons down the front. Gently dropped shoulders and long sleeves with buttoned cuffs. Double-layered yoke with a seam and pleat at the back, and a rounded hem. Slightly longer at the back."
811,666044002,Mistletoe highwaist thong,Underwear bottom,Underwear,Glittering/Metallic,Light Pink,"Under-, Nightwear","Briefs in lace and mesh with a high, elasticated waist, lined gusset and string back.","The name of this product is Mistletoe highwaist thong. It is a Underwear , more specifically it is a Light Pink     Under-, Nightwear, Underwear bottom. The graphical appearance of the product is Glittering/Metallic","The name of this product is Mistletoe highwaist thong. It is a Underwear , more specifically it is a Light Pink     Under-, Nightwear, Underwear bottom. The graphical appearance of the product is Glittering/Metallic 
 More details: 
Briefs in lace and mesh with a high, elasticated waist, lined gusset and string back."
812,630030007,Anna t-shirt,T-shirt,Garment Upper body,Solid,Light Beige,Jersey Fancy,Fitted T-shirt in stretch slub jersey made from Tencel™ lyocell.,"The name of this product is Anna t-shirt. It is a Garment Upper body , more specifically it is a Light Beige     Jersey Fancy, T-shirt. The graphical appearance of the product is Solid","The name of this product is Anna t-shirt. It is a Garment Upper body , more specifically it is a Light Beige     Jersey Fancy, T-shirt. The graphical appearance of the product is Solid 
 More details: 
Fitted T-shirt in stretch slub jersey made from Tencel™ lyocell."
