"article_id","prod_name","product_type_name","product_group_name","graphical_appearance_name","colour_group_name","garment_group_name","detail_desc"
"0613133001","Boyfriend L.W","Trousers","Garment Lower body","Denim","Light Pink","Trousers Denim","5-pocket low-rise jeans in washed denim with hard-worn details, a button fly and slightly wider, tapered legs."
"0355072009","Anita Tank (1)","Vest top","Garment Upper body","Melange","Dark Blue","Jersey Basic","Fitted vest top in soft jersey."
"0600591003","CLARA Fancy Shorts","Shorts","Garment Lower body","Slub","Pink","Jersey Basic","Shorts in lightweight sweatshirt fabric with an elasticated drawstring waist and side pockets. Trims and stripes down the sides in a contrasting colour."
"0728708002","Speedy body","Bodysuit","Garment Upper body","All over pattern","Beige","Jersey Fancy","Body in soft, patterned viscose jersey with narrow, adjustable shoulder straps, a zip at the top and press-studs at the crotch."
"0645065016","BRIDGET Sweater","Sweater","Garment Upper body","Stripe","White","Knitwear","Jumper in a soft rib knit with dropped shoulders, long sleeves and ribbing around the neckline, cuffs and hem."
"0544571020","AXEL 2-pack s/s BB","T-shirt","Garment Upper body","Stripe","Light Pink","Jersey Basic","T-shirts in organic cotton jersey."
"0927560002","VERA SHIRT DRESS","Dress","Garment Full body","Solid","Dark Pink","Dresses Ladies","Short dress in woven fabric with a sheen. Collar, buttons at the top, long puff sleeves with buttoned cuffs, a seam at the waist and a flared skirt. Unlined."
"0480920001","Lourdes Push valencia","Bra","Underwear","Solid","Black","Under-, Nightwear","Push-up bra in lace with underwired, moulded, padded cups for a larger bust and fuller cleavage. Narrow adjustable shoulder straps that cross at the back and a narrow fastening at the back with two pairs of hooks and eyes."
"0609764004","Brom sweater","Sweater","Garment Upper body","Melange","Black","Jersey Fancy","Soft, wide top with a small stand-up collar that is folded in, and dropped shoulders."
"0560173001","Loop Troop highwaist","Swimwear bottom","Swimwear","Solid","Black","Swimwear","Fully lined bikini bottoms with a high waist and fixed lacing at the sides."
"0861027001","AK Kanna skirt HW","Skirt","Garment Lower body","Solid","Light Beige","Trousers","Calf-length skirt in cotton twill. High waist with wide, covered elastication at the back and a zip fly with a button. Patch front pockets, back pockets and a slit at the back."
"0731445001","Dover suede jacket","Jacket","Garment Upper body","Solid","Dark Yellow","Blouses","Imitation suede jacket with notch lapels, buttons down the front, two patch front pockets with a flap and button, and a tab and button at the front of the hem. Unlined."
"0738943003","Cinderella fold","Sweater","Garment Upper body","Melange","Greyish Beige","Knitwear","Boxy polo-neck jumper in a soft knit containing some wool with dropped shoulders, long sleeves and ribbing around the cuffs and hem."
"0560781001","HW Portman wig","Other accessories","Accessories","Solid","Black","Accessories","Fancy dress wig made from coloured synthetic hair. Mesh lining with an elasticated edge."
"0681748003","SPEED Tyler bodycon J","Dress","Garment Full body","All over pattern","Purple","Dresses Ladies","Sleeveless jersey dress in a short, fitted style."
"0552501001","Cool Bette Stud pack","Earring","Accessories","Solid","Gold","Accessories","Metal stud earrings in different colours."
"0833632001","A-band set princess","Other accessories","Accessories","Solid","Light Pink","Accessories","Set with an Alice band and a wand. Fabric-covered Alice band with a crown-shaped appliqué on top. Plastic wand decorated with a glittery star and thin satin ribbons."
"0378447041","V-Neck Merino Milan","Sweater","Garment Upper body","Solid","Yellow","Knitwear","Jumper in fine-knit merino wool with a V-neck and ribbing around the neckline, cuffs and hem."
"0479604003","Diane","Sweater","Garment Upper body","Solid","White","Knitwear","Straight-style jumper in a textured-knit cotton blend with a small stand-up collar, dropped shoulders and long sleeves."
"0651697001","Godis","Blouse","Garment Upper body","Solid","Light Blue","Blouses","Off-the-shoulder blouse in woven fabric with an elasticated top with a small frill trim, narrow tie-top shoulder straps and short, wide sleeves."
"0874167002","Will 2p Coolmax Tank top","Vest top","Garment Upper body","Solid","Black","Under-, Nightwear","Round-necked vest tops in soft jersey made from COOLMAX® functional fabric, a unique, soft, comfortable and fast-drying polyester fibre that efficiently wicks moisture while regulating temperature."
"0695929002","PE SANDRA DRESS","Dress","Garment Full body","Solid","Dark Beige","Unknown","Calf-length dress in ribbed jersey with a high V-neck and long sleeves."
"0616543007","ES Hermine","Top","Garment Upper body","Solid","Greenish Khaki","Jersey Fancy","Long-sleeved top in soft jersey made from a Tencel™ lyocell blend. Low neckline at the back with a grosgrain ribbon."
"0796771003","Peter Polo OL","Polo shirt","Garment Upper body","Slub","Dark Blue","Jersey Basic","Short-sleeved polo shirt in soft cotton jersey with a collar and button placket."
"0739892002","SPARKLE bag SPEED","Bag","Accessories","Solid","Red","Accessories","Glittery shoulder bag with a metal decoration on the front, flap with a hook and loop fastening, and shoulder strap with a press-stud at one end. Lined. Size 4x9x13.5 cm."
"0533401002","Olympus Jacket","Jacket","Garment Upper body","Solid","Dark Green","Outdoor","Lightly padded, quilted jacket with a lined hood. High collar, zip down the front, chest pocket and zipped side pockets. Lined."
"0794768010","Max cowlneck sweater","Sweater","Garment Upper body","Solid","Black","Knitwear","Jumper in a soft knit containing some wool with a wide, draped polo neck, dropped shoulders, ribbing at the cuffs and hem, and short slits in the sides."
"0756318001","Lindsay Kimono (W)","Robe","Underwear","Lace","Black","Under-, Nightwear","Short dressing gown in cool satin with lace sections. Wrapover front with concealed ties at one side, a sewn-in tie belt at the waist and 3/4-length, scallop-trimmed sleeves."
"0713782002","Lisa Bodycon dress","Dress","Garment Full body","Solid","Red","Jersey Basic","Short, fitted dress in ribbed jersey with a round neckline and short sleeves."
"0567085002","Resort cap","Hat/brim","Accessories","Solid","Dark Blue","Accessories","Cap in a cotton weave with a practical flap at the back to protect the ears and neck."
"0642475001","Emelina V5","Dress","Garment Full body","All over pattern","Dark Green","Dresses Ladies","Calf-length dress in a crêpe weave with a wrapover front with a concealed press-stud and tie at the top. Long sleeves with slits and a drawstring at the cuffs, an elasticated seam at the waist and an asymmetric hem. Longer at the back."
"0845052001","RACHEL BUCKET HAT","Hat/brim","Accessories","Solid","Black","Accessories","Bucket hat in woven fabric. Adjustable chin strap with a toggle fastener. Lined."
"0646811001","Frida L/S top","Top","Garment Upper body","Application/3D","Off White","Jersey Fancy","Long-sleeved top in soft, slub cotton jersey with an appliqué on the front and short slits in the sides. Slightly longer at the back."
"0613578001","Erik linen trs","Trousers","Garment Lower body","Melange","Dark Blue","Trousers","Suit trousers in a linen weave with a concealed hook-and-eye fastening and zip fly. Side pockets, flap back pockets with a button and a concealed coin pocket. Slim fit that is close-fitting at the thighs, knees and ankles to create a fitted silhouette."
"0853654006","Daisy Scrunchie 2P NEW","Hair/alice band","Accessories","Solid","Dark Blue","Accessories","Elastic scrunchies in soft velour."
"0638416001","Palma Push Detroit","Bra","Underwear","Solid","Black","Under-, Nightwear","Lace push-up bra with underwired, moulded, padded cups for a larger bust and fuller cleavage. Narrow, adjustable shoulder straps and a fastening at the back with two pairs of hooks and eyes."
"0824537002","CLUB s/s tee 3-p","T-shirt","Garment Upper body","Front print","Light Grey","Jersey Fancy","T-shirts in soft cotton jersey with a ribbed trim around the neckline and a print motif on the front."
"0870927001","Hunter shirt","Shirt","Garment Upper body","Check","Red","Shirts","Long-sleeved shirt in soft cotton flannel with a collar, buttons down the front and a yoke at the back. Chest pocket with a button, and a gently rounded hem."
"0717067002","Karlos","Trousers","Garment Lower body","Solid","Turquoise","Jersey Basic","Wide trousers in lightweight sweatshirt fabric with an elasticated, ribbed waistband."
"0698872003","Lelle set","Garment Set","Garment Full body","Application/3D","Grey","Jersey Fancy","Set with a long-sleeved top and pair of trousers in lightweight sweatshirt fabric. Top with a print motif and ears on the front, a press-stud on one shoulder and sewn-in turn-ups at the cuffs. Trousers with an elasticated drawstring waist."
"0825692005","POLLARD leggings","Leggings/Tights","Garment Lower body","All over pattern","Light Pink","Jersey Fancy","Leggings in lightweight cotton jersey with an elasticated waist."
"0851866001","Wolf raincoat","Jacket","Garment Upper body","Solid","Greenish Khaki","Outdoor","Rain coat in water-repellent functional fabric with a drawstring hood, press-studs down the front and side pockets. Long raglan sleeves with a press-stud at the cuffs. Unlined. The coat can be folded and packed easily into its storage bag which has an elasticated drawstring at the top. Size of bag 9x21 cm. The coat has a water-repellent coating without fluorocarbons."
"0580732001","Chilli Set","Garment Set","Garment Full body","Placement print","Light Yellow","Jersey Fancy","Set with a top and trousers in soft, printed cotton jersey. Top with short cap sleeves with sewn-in turn-ups and an opening with a button at the back of the neck. Trousers with elastication and a decorative bow at the waist and sewn-in turn-ups at the hems."
"0702265001","Pack Gold","Tie","Accessories","Glittering/Metallic","Gold","Accessories","Glittery bow tie with matching handkerchief. Bow tie with an adjustable strap and fastening at the back. Width 10.5 cm. Size of handkerchief 32x32 cm."
"0578166001","LUCAS TROUSER STRAIT","Trousers","Garment Lower body","Solid","Dark Blue","Jersey Fancy","Pull-on trousers in woven fabric with a regular, elasticated waist and straight legs with multicoloured stripes down the sides."
"0760036001","Pontus beanie","Hat/beanie","Accessories","Stripe","Grey","Accessories","Hat in soft, fine-knit cotton with a ribbed turn-up at the hem with a small appliqué on the front."
"0879774005","Big scrunchie","Hair string","Accessories","Solid","Off White","Accessories","Large scrunchie in an airy weave. Diameter approx. 14 cm."
"0763306006","TP NEW Daniel 3-p boxer SB","Underwear bottom","Underwear","All over pattern","Black","Under-, Nightwear","Boxer shorts in cotton jersey with short legs, an elasticated waist and lined front. The cotton content of the shorts is organic."
"0668116001","Wayne Blouse","Blouse","Garment Upper body","Solid","Black","Dresses Ladies","Satin blouse with ties around the neck, an opening with a concealed hook-and-eye fastening at the back of the neck, long dolman sleeves and a straight-cut hem."
"0874546003","ONA MIDI SKIRT","Skirt","Garment Lower body","Dot","Light Pink","Skirts","Calf-length skirt in a stretch weave with a high waist, concealed zip at the back and high slits at the front. Unlined."
"0645551003","HELEN cardigan","Cardigan","Garment Upper body","Solid","Dark Grey","Woven/Jersey/Knitted mix Baby","Baby Exclusive. Cardigan in a textured organic cotton knit with a lined hood with ears at the top. Zip down the front with a chin guard, and long raglan sleeves. Lined."
